resistance,ppm,temp_c
19969.811,-0.41,25.015
19969.811,-0.41,25.005
19969.811,-0.41,25.011
19969.811,-0.41,25.004
19969.811,-0.41,25.001
19969.811,-0.41,25.003
19969.811,-0.41,25.003
19969.811,-0.41,25.011
19969.811,-0.41,24.993
19969.826,0.34,24.999
19969.826,0.34,25.011
19969.826,0.34,25.003
19969.826,0.34,24.99
19969.826,0.34,24.999
19969.826,0.34,24.989
19969.826,0.34,24.996
19969.826,0.34,24.989
19969.826,0.34,25.0
19969.826,0.34,25.0
19969.826,0.34,24.992
19969.826,0.34,24.993
19969.826,0.34,24.997
19969.826,0.34,24.999
19969.819,-0.01,24.999
19969.819,-0.01,25.003
19969.819,-0.01,24.988
19969.819,-0.01,24.988
19969.819,-0.01,25.001
19969.819,-0.01,25.003
19969.819,-0.01,25.001
19969.819,-0.01,24.993
19969.819,-0.01,24.993
19969.819,-0.01,25.001
19969.819,-0.01,25.0
19969.819,-0.01,24.999
19969.819,-0.01,24.996
19969.806,-0.66,25.016
19969.806,-0.66,25.004
19969.806,-0.66,25.01
19969.806,-0.66,25.01
19969.806,-0.66,24.996
19969.806,-0.66,24.996
19969.806,-0.66,25.003
19969.806,-0.66,25.0
19969.806,-0.66,25.0
19969.806,-0.66,24.999
19969.806,-0.66,25.004
19969.806,-0.66,24.997
19969.806,-0.66,25.012
19969.806,-0.66,24.993
19969.801,-0.91,24.995
19969.801,-0.91,24.988
19969.801,-0.91,25.0
19969.801,-0.91,25.004
19969.801,-0.91,25.003
19969.801,-0.91,25.0
19969.801,-0.91,24.997
19969.801,-0.91,25.012
19969.801,-0.91,25.001
19969.801,-0.91,25.004
19969.801,-0.91,24.993
19969.801,-0.91,25.007
19969.801,-0.91,24.993
19969.808,-0.56,25.005
19969.808,-0.56,24.997
19969.808,-0.56,24.993
19969.808,-0.56,24.997
19969.808,-0.56,25.007
19969.808,-0.56,24.999
19969.808,-0.56,25.003
19969.808,-0.56,24.997
19969.808,-0.56,24.999
19969.808,-0.56,25.012
19969.808,-0.56,24.992
19969.808,-0.56,24.995
19969.808,-0.56,24.997
19969.798,-1.06,24.981
19969.798,-1.06,25.008
19969.798,-1.06,24.996
19969.798,-1.06,24.995
19969.798,-1.06,25.001
19969.798,-1.06,25.003
19969.798,-1.06,25.0
19969.798,-1.06,24.997
19969.798,-1.06,25.019
19969.798,-1.06,25.004
19969.798,-1.06,24.993
19969.798,-1.06,24.997
19969.798,-1.06,25.011
19969.798,-1.06,25.004
19969.798,-1.06,24.981
19969.798,-1.06,24.992
19969.798,-1.06,24.989
19969.798,-1.06,24.997
19969.798,-1.06,25.007
19969.798,-1.06,24.992
19969.798,-1.06,25.007
19969.798,-1.06,25.004
19969.798,-1.06,25.005
19969.798,-1.06,25.003
19969.798,-1.06,25.005
19969.798,-1.06,25.003
19969.798,-1.06,25.003
19969.801,-0.91,25.003
19969.801,-0.91,25.005
19969.801,-0.91,25.003
19969.801,-0.91,25.003
19969.801,-0.91,24.997
19969.801,-0.91,25.001
19969.801,-0.91,24.985
19969.801,-0.91,24.988
19969.801,-0.91,24.995
19969.801,-0.91,24.995
19969.801,-0.91,24.99
19969.801,-0.91,25.001
19969.801,-0.91,25.003
19969.801,-0.91,25.003
19969.798,-1.06,25.008
19969.798,-1.06,24.99
19969.798,-1.06,25.001
19969.798,-1.06,24.999
19969.798,-1.06,24.996
19969.798,-1.06,25.003
19969.798,-1.06,25.003
19969.798,-1.06,24.992
19969.798,-1.06,25.015
19969.798,-1.06,25.004
19969.798,-1.06,24.988
19969.798,-1.06,24.999
19969.798,-1.06,24.992
19969.803,-0.81,24.993
19969.803,-0.81,24.995
19969.803,-0.81,24.992
19969.803,-0.81,25.01
19969.803,-0.81,24.993
19969.803,-0.81,25.0
19969.803,-0.81,25.007
19969.803,-0.81,25.004
19969.803,-0.81,25.01
19969.803,-0.81,25.011
19969.803,-0.81,25.012
19969.803,-0.81,25.007
19969.803,-0.81,25.007
19969.819,-0.01,24.999
19969.819,-0.01,24.99
19969.819,-0.01,25.0
19969.819,-0.01,24.986
19969.819,-0.01,25.01
19969.819,-0.01,24.999
19969.819,-0.01,25.003
19969.819,-0.01,24.996
19969.819,-0.01,25.003
19969.819,-0.01,24.999
19969.819,-0.01,24.993
19969.819,-0.01,24.997
19969.819,-0.01,24.993
19969.819,-0.01,25.0
19969.793,-1.31,25.007
19969.793,-1.31,24.996
19969.793,-1.31,24.993
19969.793,-1.31,24.996
19969.793,-1.31,25.001
19969.793,-1.31,25.0
19969.793,-1.31,25.012
19969.793,-1.31,24.999
19969.793,-1.31,25.01
19969.793,-1.31,25.007
19969.793,-1.31,25.007
19969.793,-1.31,24.99
19969.793,-1.31,25.001
19969.831,0.59,25.011
19969.831,0.59,25.004
19969.831,0.59,25.003
19969.831,0.59,25.011
19969.831,0.59,25.004
19969.831,0.59,25.005
19969.831,0.59,25.004
19969.831,0.59,25.007
19969.831,0.59,25.008
19969.831,0.59,24.993
19969.831,0.59,25.008
19969.831,0.59,25.008
19969.831,0.59,24.995
19969.831,0.59,24.996
19969.806,-0.66,24.986
19969.806,-0.66,24.997
19969.806,-0.66,25.001
19969.806,-0.66,24.993
19969.806,-0.66,25.001
19969.806,-0.66,24.999
19969.806,-0.66,25.003
19969.806,-0.66,25.0
19969.806,-0.66,24.995
19969.806,-0.66,25.007
19969.806,-0.66,25.005
19969.806,-0.66,25.005
19969.806,-0.66,25.008
19969.811,-0.41,25.005
19969.811,-0.41,25.019
19969.811,-0.41,25.012
19969.811,-0.41,25.001
19969.811,-0.41,25.01
19969.811,-0.41,24.995
19969.811,-0.41,25.004
19969.811,-0.41,24.995
19969.811,-0.41,25.001
19969.811,-0.41,25.0
19969.811,-0.41,25.001
19969.811,-0.41,25.0
19969.811,-0.41,25.01
19969.834,0.74,24.993
19969.834,0.74,25.007
19969.834,0.74,24.99
19969.834,0.74,25.004
19969.834,0.74,24.988
19969.834,0.74,25.001
19969.834,0.74,24.997
19969.834,0.74,25.003
19969.834,0.74,24.995
19969.834,0.74,24.996
19969.834,0.74,25.018
19969.834,0.74,25.003
19969.834,0.74,24.993
19969.834,0.74,25.005
19969.811,-0.41,25.001
19969.811,-0.41,24.996
19969.811,-0.41,24.997
19969.811,-0.41,25.011
19969.811,-0.41,25.014
19969.811,-0.41,25.003
19969.811,-0.41,25.011
19969.811,-0.41,25.019
19969.811,-0.41,25.001
19969.811,-0.41,25.005
19969.811,-0.41,24.995
19969.811,-0.41,24.995
19969.811,-0.41,24.997
19969.834,0.74,24.988
19969.834,0.74,24.984
19969.834,0.74,25.005
19969.834,0.74,24.988
19969.834,0.74,25.0
19969.834,0.74,25.0
19969.834,0.74,24.996
19969.834,0.74,25.001
19969.834,0.74,25.003
19969.834,0.74,25.0
19969.834,0.74,25.014
19969.834,0.74,25.005
19969.834,0.74,25.003
19969.819,-0.01,25.01
19969.819,-0.01,25.004
19969.819,-0.01,25.0
19969.819,-0.01,25.001
19969.819,-0.01,25.011
19969.819,-0.01,25.003
19969.819,-0.01,24.996
19969.819,-0.01,24.996
19969.819,-0.01,25.001
19969.819,-0.01,25.01
19969.819,-0.01,25.003
19969.819,-0.01,25.005
19969.819,-0.01,24.997
19969.819,-0.01,24.995
19969.791,-1.41,24.993
19969.791,-1.41,24.995
19969.791,-1.41,25.0
19969.791,-1.41,24.995
19969.791,-1.41,25.004
19969.791,-1.41,24.997
19969.791,-1.41,25.005
19969.791,-1.41,25.008
19969.791,-1.41,25.003
19969.791,-1.41,24.999
19969.791,-1.41,24.993
19969.791,-1.41,25.005
19969.791,-1.41,25.005
19969.834,0.74,25.005
19969.834,0.74,24.99
19969.834,0.74,25.007
19969.834,0.74,25.01
19969.834,0.74,24.993
19969.834,0.74,24.995
19969.834,0.74,24.996
19969.834,0.74,24.995
19969.834,0.74,25.007
19969.834,0.74,24.996
19969.834,0.74,25.01
19969.834,0.74,25.004
19969.834,0.74,25.004
19969.834,0.74,24.99
19969.824,0.24,25.005
19969.824,0.24,24.99
19969.824,0.24,24.997
19969.824,0.24,24.99
19969.824,0.24,25.005
19969.824,0.24,24.993
19969.824,0.24,24.996
19969.824,0.24,25.011
19969.824,0.24,25.005
19969.824,0.24,25.011
19969.824,0.24,24.996
19969.824,0.24,24.996
19969.824,0.24,25.001
19969.841,1.09,24.999
19969.841,1.09,25.004
19969.841,1.09,25.007
19969.841,1.09,24.999
19969.841,1.09,25.012
19969.841,1.09,24.995
19969.841,1.09,25.0
19969.841,1.09,25.008
19969.841,1.09,24.996
19969.841,1.09,25.003
19969.841,1.09,24.997
19969.841,1.09,24.995
19969.841,1.09,25.0
19969.806,-0.66,24.996
19969.806,-0.66,25.003
19969.806,-0.66,25.005
19969.806,-0.66,24.996
19969.806,-0.66,24.996
19969.806,-0.66,25.005
19969.806,-0.66,24.997
19969.806,-0.66,25.008
19969.806,-0.66,25.008
19969.806,-0.66,25.005
19969.806,-0.66,24.992
19969.806,-0.66,25.001
19969.806,-0.66,25.007
19969.806,-0.66,24.997
19969.806,-0.66,25.0
19969.806,-0.66,24.997
19969.806,-0.66,24.992
19969.806,-0.66,24.989
19969.806,-0.66,24.997
19969.806,-0.66,24.984
19969.806,-0.66,24.997
19969.806,-0.66,24.988
19969.806,-0.66,24.997
19969.806,-0.66,24.988
19969.806,-0.66,24.99
19969.806,-0.66,25.0
19969.806,-0.66,25.001
19969.829,0.49,25.011
19969.829,0.49,25.005
19969.829,0.49,24.996
19969.829,0.49,25.012
19969.829,0.49,25.007
19969.829,0.49,25.019
19969.829,0.49,25.003
19969.829,0.49,25.011
19969.829,0.49,24.996
19969.829,0.49,25.019
19969.829,0.49,25.001
19969.829,0.49,25.001
19969.829,0.49,25.0
19969.829,0.49,24.986
19969.801,-0.91,25.0
19969.801,-0.91,25.0
19969.801,-0.91,24.993
19969.801,-0.91,24.997
19969.801,-0.91,24.997
19969.801,-0.91,25.004
19969.801,-0.91,24.997
19969.801,-0.91,25.005
19969.801,-0.91,24.996
19969.801,-0.91,24.99
19969.801,-0.91,25.007
19969.801,-0.91,24.989
19969.801,-0.91,24.996
19969.796,-1.16,24.992
19969.796,-1.16,24.993
19969.796,-1.16,25.003
19969.796,-1.16,24.992
19969.796,-1.16,25.003
19969.796,-1.16,24.992
19969.796,-1.16,24.997
19969.796,-1.16,24.989
19969.796,-1.16,24.997
19969.796,-1.16,24.993
19969.796,-1.16,25.001
19969.796,-1.16,25.019
19969.796,-1.16,25.007
19969.814,-0.26,25.004
19969.814,-0.26,25.004
19969.814,-0.26,25.001
19969.814,-0.26,25.004
19969.814,-0.26,24.99
19969.814,-0.26,25.01
19969.814,-0.26,25.003
19969.814,-0.26,25.003
19969.814,-0.26,25.003
19969.814,-0.26,24.98
19969.814,-0.26,24.992
19969.814,-0.26,24.997
19969.814,-0.26,24.989
19969.814,-0.26,24.986
19969.819,-0.01,25.003
19969.819,-0.01,25.001
19969.819,-0.01,24.99
19969.819,-0.01,24.996
19969.819,-0.01,24.995
19969.819,-0.01,25.0
19969.819,-0.01,24.997
19969.819,-0.01,25.0
19969.819,-0.01,24.999
19969.819,-0.01,25.003
19969.819,-0.01,25.004
19969.819,-0.01,25.012
19969.819,-0.01,25.004
19969.841,1.09,25.007
19969.841,1.09,25.004
19969.841,1.09,25.008
19969.841,1.09,24.999
19969.841,1.09,25.005
19969.841,1.09,25.001
19969.841,1.09,25.004
19969.841,1.09,25.008
19969.841,1.09,25.004
19969.841,1.09,24.988
19969.841,1.09,24.992
19969.841,1.09,25.001
19969.841,1.09,25.003
19969.841,1.09,25.003
19969.806,-0.66,24.995
19969.806,-0.66,24.989
19969.806,-0.66,24.986
19969.806,-0.66,25.001
19969.806,-0.66,24.999
19969.806,-0.66,25.0
19969.806,-0.66,25.001
19969.806,-0.66,24.993
19969.806,-0.66,25.007
19969.806,-0.66,24.992
19969.806,-0.66,25.005
19969.806,-0.66,24.997
19969.806,-0.66,24.999
19969.824,0.24,24.993
19969.824,0.24,25.01
19969.824,0.24,24.996
19969.824,0.24,25.005
19969.824,0.24,24.992
19969.824,0.24,25.004
19969.824,0.24,25.003
19969.824,0.24,24.986
19969.824,0.24,25.007
19969.824,0.24,25.004
19969.824,0.24,25.008
19969.824,0.24,25.004
19969.824,0.24,24.999
19969.824,0.24,24.99
19969.824,0.24,25.001
19969.824,0.24,24.993
19969.824,0.24,24.984
19969.824,0.24,24.995
19969.824,0.24,24.988
19969.824,0.24,24.996
19969.824,0.24,24.997
19969.824,0.24,25.001
19969.824,0.24,24.992
19969.824,0.24,25.005
19969.824,0.24,25.004
19969.824,0.24,25.004
19969.824,0.24,24.995
19969.831,0.59,25.005
19969.831,0.59,24.992
19969.831,0.59,25.004
19969.831,0.59,25.011
19969.831,0.59,25.001
19969.831,0.59,25.004
19969.831,0.59,25.001
19969.831,0.59,24.989
19969.831,0.59,25.003
19969.831,0.59,24.995
19969.831,0.59,24.989
19969.831,0.59,24.997
19969.831,0.59,24.996
19969.816,-0.16,25.005
19969.816,-0.16,25.004
19969.816,-0.16,24.999
19969.816,-0.16,25.001
19969.816,-0.16,25.003
19969.816,-0.16,24.999
19969.816,-0.16,25.004
19969.816,-0.16,25.015
19969.816,-0.16,25.001
19969.816,-0.16,24.997
19969.816,-0.16,25.004
19969.816,-0.16,25.007
19969.816,-0.16,25.003
19969.811,-0.41,25.003
19969.811,-0.41,24.996
19969.811,-0.41,25.0
19969.811,-0.41,25.007
19969.811,-0.41,25.0
19969.811,-0.41,25.004
19969.811,-0.41,24.98
19969.811,-0.41,24.995
19969.811,-0.41,24.993
19969.811,-0.41,24.989
19969.811,-0.41,24.995
19969.811,-0.41,24.995
19969.811,-0.41,25.005
19969.811,-0.41,25.004
19969.819,-0.01,25.011
19969.819,-0.01,25.007
19969.819,-0.01,24.992
19969.819,-0.01,25.001
19969.819,-0.01,24.997
19969.819,-0.01,25.003
19969.819,-0.01,25.003
19969.819,-0.01,24.993
19969.819,-0.01,24.999
19969.819,-0.01,24.995
19969.819,-0.01,24.992
19969.819,-0.01,24.988
19969.819,-0.01,24.995
19969.788,-1.56,24.993
19969.788,-1.56,24.995
19969.788,-1.56,25.001
19969.788,-1.56,25.005
19969.788,-1.56,25.007
19969.788,-1.56,25.008
19969.788,-1.56,25.011
19969.788,-1.56,25.008
19969.788,-1.56,25.005
19969.788,-1.56,25.01
19969.788,-1.56,24.993
19969.788,-1.56,24.995
19969.788,-1.56,24.999
19969.788,-1.56,24.977
19969.819,-0.01,24.999
19969.819,-0.01,25.003
19969.819,-0.01,25.008
19969.819,-0.01,25.0
19969.819,-0.01,24.995
19969.819,-0.01,24.999
19969.819,-0.01,25.0
19969.819,-0.01,25.01
19969.819,-0.01,24.995
19969.819,-0.01,25.011
19969.819,-0.01,25.0
19969.819,-0.01,24.997
19969.819,-0.01,25.003
19969.806,-0.66,24.993
19969.806,-0.66,25.005
19969.806,-0.66,25.005
19969.806,-0.66,24.99
19969.806,-0.66,24.995
19969.806,-0.66,24.988
19969.806,-0.66,24.996
19969.806,-0.66,24.993
19969.806,-0.66,25.0
19969.806,-0.66,25.0
19969.806,-0.66,25.004
19969.806,-0.66,24.992
19969.806,-0.66,24.997
19969.786,-1.66,24.995
19969.786,-1.66,24.995
19969.786,-1.66,25.01
19969.786,-1.66,25.011
19969.786,-1.66,25.0
19969.786,-1.66,25.001
19969.786,-1.66,25.01
19969.786,-1.66,24.993
19969.786,-1.66,24.986
19969.786,-1.66,25.001
19969.786,-1.66,24.993
19969.786,-1.66,24.999
19969.786,-1.66,24.993
19969.786,-1.66,25.007
19969.808,-0.56,24.999
19969.808,-0.56,24.992
19969.808,-0.56,25.012
19969.808,-0.56,24.985
19969.808,-0.56,25.008
19969.808,-0.56,24.988
19969.808,-0.56,24.992
19969.808,-0.56,25.01
19969.808,-0.56,24.995
19969.808,-0.56,25.011
19969.808,-0.56,24.999
19969.808,-0.56,25.008
19969.808,-0.56,25.0
19969.801,-0.91,24.995
19969.801,-0.91,24.996
19969.801,-0.91,24.995
19969.801,-0.91,24.995
19969.801,-0.91,25.005
19969.801,-0.91,25.001
19969.801,-0.91,25.004
19969.801,-0.91,25.003
19969.801,-0.91,25.008
19969.801,-0.91,25.0
19969.801,-0.91,25.004
19969.801,-0.91,25.003
19969.801,-0.91,25.01
19969.801,-0.91,24.985
19969.798,-1.06,25.001
19969.798,-1.06,24.988
19969.798,-1.06,24.999
19969.798,-1.06,24.99
19969.798,-1.06,24.992
19969.798,-1.06,25.008
19969.798,-1.06,25.01
19969.798,-1.06,25.008
19969.798,-1.06,24.988
19969.798,-1.06,24.995
19969.798,-1.06,25.008
19969.798,-1.06,24.984
19969.798,-1.06,24.999
19969.796,-1.16,25.008
19969.796,-1.16,24.992
19969.796,-1.16,25.001
19969.796,-1.16,24.993
19969.796,-1.16,24.996
19969.796,-1.16,25.003
19969.796,-1.16,25.0
19969.796,-1.16,25.014
19969.796,-1.16,25.01
19969.796,-1.16,25.007
19969.796,-1.16,25.011
19969.796,-1.16,25.011
19969.796,-1.16,25.01
19969.806,-0.66,25.005
19969.806,-0.66,25.008
19969.806,-0.66,24.999
19969.806,-0.66,25.004
19969.806,-0.66,24.995
19969.806,-0.66,24.997
19969.806,-0.66,24.997
19969.806,-0.66,24.996
19969.806,-0.66,25.005
19969.806,-0.66,24.988
19969.806,-0.66,25.0
19969.806,-0.66,24.992
19969.806,-0.66,25.003
19969.806,-0.66,25.001
19969.844,1.24,25.001
19969.844,1.24,24.997
19969.844,1.24,25.0
19969.844,1.24,24.988
19969.844,1.24,24.995
19969.844,1.24,24.999
19969.844,1.24,24.999
19969.844,1.24,24.997
19969.844,1.24,25.004
19969.844,1.24,25.001
19969.844,1.24,24.99
19969.844,1.24,25.0
19969.844,1.24,25.001
19969.796,-1.16,24.997
19969.796,-1.16,25.003
19969.796,-1.16,25.016
19969.796,-1.16,24.999
19969.796,-1.16,24.996
19969.796,-1.16,25.0
19969.796,-1.16,24.993
19969.796,-1.16,25.005
19969.796,-1.16,24.999
19969.796,-1.16,24.993
19969.796,-1.16,25.004
19969.796,-1.16,25.003
19969.796,-1.16,25.005
19969.796,-1.16,25.004
19969.826,0.34,24.997
19969.826,0.34,24.999
19969.826,0.34,24.982
19969.826,0.34,25.001
19969.826,0.34,24.997
19969.826,0.34,25.004
19969.826,0.34,24.996
19969.826,0.34,24.999
19969.826,0.34,25.0
19969.826,0.34,24.986
19969.826,0.34,24.99
19969.826,0.34,24.999
19969.826,0.34,25.003
19969.801,-0.91,25.001
19969.801,-0.91,25.008
19969.801,-0.91,25.008
19969.801,-0.91,25.007
19969.801,-0.91,24.996
19969.801,-0.91,24.997
19969.801,-0.91,25.005
19969.801,-0.91,25.01
19969.801,-0.91,24.995
19969.801,-0.91,25.0
19969.801,-0.91,25.001
19969.801,-0.91,25.001
19969.801,-0.91,24.996
19969.821,0.09,24.996
19969.821,0.09,25.0
19969.821,0.09,25.007
19969.821,0.09,25.003
19969.821,0.09,24.999
19969.821,0.09,25.001
19969.821,0.09,24.989
19969.821,0.09,24.999
19969.821,0.09,24.992
19969.821,0.09,24.988
19969.821,0.09,24.981
19969.821,0.09,24.997
19969.821,0.09,24.999
19969.821,0.09,25.007
19969.811,-0.41,24.999
19969.811,-0.41,25.0
19969.811,-0.41,25.004
19969.811,-0.41,24.999
19969.811,-0.41,24.997
19969.811,-0.41,25.008
19969.811,-0.41,25.003
19969.811,-0.41,24.997
19969.811,-0.41,25.004
19969.811,-0.41,24.996
19969.811,-0.41,25.004
19969.811,-0.41,24.996
19969.811,-0.41,24.999
19969.808,-0.56,25.001
19969.808,-0.56,25.003
19969.808,-0.56,24.995
19969.808,-0.56,25.008
19969.808,-0.56,24.999
19969.808,-0.56,25.001
19969.808,-0.56,25.018
19969.808,-0.56,25.007
19969.808,-0.56,25.007
19969.808,-0.56,24.996
19969.808,-0.56,25.0
19969.808,-0.56,24.999
19969.808,-0.56,25.014
19969.826,0.34,24.997
19969.826,0.34,25.0
19969.826,0.34,25.004
19969.826,0.34,24.995
19969.826,0.34,24.993
19969.826,0.34,24.999
19969.826,0.34,24.989
19969.826,0.34,25.001
19969.826,0.34,25.005
19969.826,0.34,24.993
19969.826,0.34,24.995
19969.826,0.34,25.003
19969.826,0.34,24.996
19969.826,0.34,24.999
19969.801,-0.91,25.001
19969.801,-0.91,25.0
19969.801,-0.91,25.012
19969.801,-0.91,24.999
19969.801,-0.91,25.0
19969.801,-0.91,25.01
19969.801,-0.91,25.007
19969.801,-0.91,25.014
19969.801,-0.91,25.014
19969.801,-0.91,25.005
19969.801,-0.91,24.997
19969.801,-0.91,25.01
19969.801,-0.91,25.0
19969.826,0.34,24.988
19969.826,0.34,24.995
19969.826,0.34,25.001
19969.826,0.34,24.996
19969.826,0.34,25.007
19969.826,0.34,24.995
19969.826,0.34,24.993
19969.826,0.34,24.993
19969.826,0.34,24.997
19969.826,0.34,25.014
19969.826,0.34,25.0
19969.826,0.34,24.996
19969.826,0.34,24.981
19969.826,0.34,24.989
19969.808,-0.56,25.001
19969.808,-0.56,24.99
19969.808,-0.56,25.0
19969.808,-0.56,25.003
19969.808,-0.56,25.01
19969.808,-0.56,24.995
19969.808,-0.56,25.008
19969.808,-0.56,25.003
19969.808,-0.56,24.99
19969.808,-0.56,25.003
19969.808,-0.56,25.001
19969.808,-0.56,25.001
19969.808,-0.56,25.005
19969.796,-1.16,25.001
19969.796,-1.16,25.01
19969.796,-1.16,24.995
19969.796,-1.16,24.997
19969.796,-1.16,25.005
19969.796,-1.16,24.989
19969.796,-1.16,24.993
19969.796,-1.16,24.997
19969.796,-1.16,24.993
19969.796,-1.16,24.992
19969.796,-1.16,25.005
19969.796,-1.16,24.996
19969.796,-1.16,25.001
19969.796,-1.16,25.001
19969.814,-0.26,25.0
19969.814,-0.26,25.014
19969.814,-0.26,24.997
19969.814,-0.26,25.004
19969.814,-0.26,25.001
